"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","VeghiclePrice","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year"
"12","3","6","18","1","2","12","3","2","2","58","1","245","3535","6","700","1","31","31","1","8","58","2","2","1","6","0","1","1994"
"12","3","7","7","1","1","1","1","2","1","24","2","245","3536","1","400","2","31","31","2","4","28","2","2","1","0","0","1","1994"
"9","4","3","14","1","2","10","1","2","2","29","1","690","3537","11","400","1","31","31","2","7","33","2","2","1","0","0","1","1994"
"9","2","3","19","1","3","9","2","2","2","53","1","645","3538","15","400","1","31","31","2","8","45","2","2","1","6","0","1","1994"
"7","5","6","14","1","1","8","4","1","1","18","1","245","3539","1","400","2","31","31","0","4","23","2","2","1","6","0","1","1994"
"6","2","1","7","1","2","6","3","2","2","61","2","245","3540","8","400","2","31","31","1","7","58","2","1","1","3","0","1","1994"
"6","1","6","14","1","1","7","1","2","2","26","1","495","3541","4","400","1","31","31","5","7","33","2","2","1","0","0","1","1994"
"5","3","4","1","1","2","7","1","2","2","34","1","690","3542","13","400","4","31","31","2","7","33","2","2","1","3","0","1","1994"
"4","3","3","7","1","3","4","3","2","2","37","2","199","3543","4","400","1","31","31","2","7","38","2","2","1","6","0","1","1994"
"2","4","6","7","1","3","3","1","2","1","0","1","690","3544","3","400","3","31","31","0","0","16","2","2","1","0","0","1","1994"
"2","4","5","7","1","5","2","4","2","1","0","1","690","3545","16","400","2","31","31","2","0","16","2","2","1","0","0","1","1994"
"5","2","6","14","2","2","5","2","2","2","33","1","345","3546","10","400","4","31","31","1","5","33","2","2","1","0","0","1","1994"
"4","1","7","1","1","4","4","3","2","1","40","2","690","3547","14","400","3","31","31","2","3","38","2","2","1","6","0","1","1994"
"7","1","1","7","1","1","7","1","2","2","40","1","245","3548","2","400","1","31","31","5","7","38","2","2","1","0","0","1","1994"
"5","2","1","3","1","3","5","2","1","2","65","1","245","3549","8","400","1","31","31","2","3","58","2","2","1","0","0","1","1994"
"5","2","2","14","1","5","6","3","2","2","37","1","245","3550","16","400","1","31","31","2","7","38","2","2","1","0","1","2","1994"
"10","4","6","19","1","1","10","4","1","3","43","1","645","3551","4","400","1","31","31","0","7","38","2","2","2","0","0","1","1994"
"10","4","6","18","1","1","10","4","2","2","35","2","245","3552","8","400","1","31","31","0","7","33","2","2","1","0","0","1","1994"
"10","3","5","14","1","1","10","4","2","1","30","1","345","3553","13","400","3","31","31","2","6","33","2","2","1","6","0","1","1994"
"9","3","6","6","1","2","9","3","2","2","31","1","495","3554","11","400","1","31","31","2","7","33","2","2","1","6","0","1","1994"
"6","4","2","7","1","2","6","4","2","2","50","1","245","3555","9","400","2","31","31","2","8","45","2","2","1","0","0","1","1994"
"5","2","2","18","1","2","5","3","2","2","48","1","245","3556","5","400","1","31","31","0","7","45","2","2","1","1","0","1","1994"
"5","2","2","18","2","1","5","3","1","1","41","1","199","3557","15","400","2","31","31","2","7","38","2","2","1","3","0","1","1994"
"5","2","2","6","1","3","5","3","2","2","61","1","495","3558","3","400","3","31","31","0","8","58","2","2","1","0","0","1","1994"
"2","2","4","14","1","5","2","2","1","2","26","1","199","3559","2","400","4","31","31","1","7","33","2","2","1","6","0","1","1994"
"1","2","3","14","1","1","1","3","2","2","35","1","495","3560","3","400","2","31","31","2","7","33","2","2","1","0","0","1","1994"
"1","2","2","1","1","5","1","2","2","2","44","1","495","3561","8","400","3","31","31","1","5","38","2","2","1","0","0","1","1994"
"1","2","7","10","2","3","1","3","2","1","27","1","245","3562","2","400","3","31","31","1","7","33","2","2","1","6","0","1","1994"
"1","2","6","10","1","4","1","2","2","2","66","2","345","3563","15","400","3","31","31","0","7","66","2","2","1","6","0","1","1994"
"1","2","1","18","1","4","2","2","2","2","68","1","199","3564","10","400","2","31","31","0","8","66","2","2","1","0","0","1","1994"
"1","1","1","14","1","2","1","3","2","1","28","1","199","3565","5","400","2","31","31","1","6","33","2","2","1","0","0","1","1994"
"1","1","2","10","1","3","1","1","1","2","43","2","690","3566","5","700","1","31","31","1","7","38","2","2","1","0","0","1","1994"
"1","1","2","18","1","2","1","1","2","2","36","1","245","3567","13","400","1","31","31","0","7","38","2","2","1","0","0","1","1994"
"12","5","6","10","1","3","1","2","2","2","47","1","245","3568","4","400","2","31","31","5","7","45","2","2","1","6","0","3","1994"
"12","5","6","7","1","1","1","2","2","2","28","1","245","3569","10","400","4","31","31","2","7","33","2","2","1","1","0","1","1994"
"5","2","3","1","2","3","5","3","2","2","72","1","245","3570","12","400","2","31","31","0","5","66","2","2","1","6","0","1","1994"
"12","4","1","3","1","1","1","1","2","1","26","2","245","3571","10","500","2","31","31","0","7","33","2","2","1","3","2","2","1994"
"12","4","2","14","1","3","1","4","2","2","32","1","245","3572","9","400","2","31","31","2","7","33","2","2","1","1","0","1","1994"
"12","2","2","18","2","1","12","3","2","1","31","1","345","3573","12","400","1","31","31","5","7","33","2","2","1","0","0","1","1994"
"12","1","1","7","1","2","12","2","2","2","30","2","245","3574","1","400","2","31","31","0","7","33","2","2","1","3","0","1","1994"
"12","1","6","7","1","1","1","2","2","1","55","1","245","3575","2","400","2","31","31","5","8","45","2","2","1","6","0","1","1994"
"8","5","3","14","1","4","9","1","1","2","43","1","345","3576","14","400","2","31","31","2","6","38","2","2","1","1","0","1","1994"
"8","3","1","14","1","4","8","3","2","2","42","1","245","3577","10","400","4","31","31","0","5","38","2","2","1","0","0","1","1994"
"7","5","4","14","1","4","7","5","1","2","44","1","245","3578","8","400","1","31","31","2","5","38","2","2","1","6","0","1","1994"
"7","5","5","14","1","1","8","1","1","1","44","1","245","3579","15","400","1","31","31","2","6","38","2","2","1","6","0","1","1994"
"5","2","3","10","1","4","5","2","2","2","38","1","245","3580","5","400","1","31","31","1","7","38","2","2","1","1","0","1","1994"
"5","1","4","3","1","4","5","1","2","2","65","1","245","3581","15","400","1","31","31","0","8","58","2","2","1","0","0","1","1994"
"3","5","3","10","1","4","4","2","2","2","45","1","245","3582","7","400","2","31","31","2","7","38","2","2","1","3","0","1","1994"
"3","5","1","10","2","5","4","1","2","1","34","1","245","3583","1","400","3","31","31","1","7","33","2","2","1","1","0","1","1994"
"3","1","2","3","2","5","3","1","2","2","49","1","345","3584","8","400","4","31","31","0","8","45","2","2","1","0","0","1","1994"
"2","5","1","4","1","2","3","1","2","2","76","1","345","3585","13","400","1","31","31","2","8","66","2","2","1","0","0","1","1994"
"5","2","3","1","1","1","5","3","2","2","60","1","690","3586","7","400","1","31","31","0","8","58","2","2","1","3","0","1","1994"
"2","1","5","14","1","1","2","2","2","2","44","2","245","3587","16","400","1","31","31","2","8","38","2","2","1","1","0","1","1994"
"11","2","5","7","1","5","6","4","2","1","0","1","690","3588","8","400","3","31","31","1","0","16","2","2","1","0","0","1","1994"
"5","2","4","14","2","2","6","3","2","1","27","1","245","3589","16","400","4","31","31","0","6","33","2","2","1","3","0","1","1994"
"5","2","4","1","1","5","6","4","2","2","33","2","345","3590","2","400","1","31","31","0","7","33","2","2","1","0","0","1","1994"
"9","3","4","17","1","3","1","2","2","2","48","1","245","3591","3","400","2","31","31","0","8","45","2","2","1","6","0","1","1994"
"12","1","5","7","1","5","12","4","2","2","52","1","245","3592","7","400","4","31","31","2","8","45","2","2","1","3","6","2","1994"
"3","2","7","7","1","1","3","2","1","2","28","1","245","3593","13","400","4","31","31","5","6","33","2","2","1","0","0","1","1994"
"3","2","7","10","1","1","3","2","2","2","45","1","245","3594","2","400","4","31","31","1","6","38","2","2","1","0","0","1","1994"
"3","2","2","17","1","4","3","2","2","1","48","1","245","3595","11","400","2","31","31","0","8","45","2","2","1","0","0","1","1994"
"3","2","3","3","1","5","3","2","2","1","35","2","245","3596","5","400","2","31","31","2","6","33","2","2","1","0","0","1","1994"
"3","1","1","14","1","1","3","1","2","2","29","1","245","3597","7","400","2","31","31","2","5","33","2","2","1","6","0","1","1994"
"2","3","5","7","1","5","2","3","2","2","40","1","690","3598","14","400","3","31","31","5","6","38","2","2","1","0","0","1","1994"
"5","2","4","18","1","2","5","4","2","2","39","1","199","3599","12","400","3","0","23","2","6","38","2","2","1","1","0","1","1994"
"2","2","1","10","1","1","2","2","2","2","52","1","345","3600","7","400","2","31","31","2","7","45","2","2","1","0","0","1","1994"
"11","4","7","3","2","5","12","4","2","1","27","1","245","3601","2","400","2","31","31","1","6","33","2","2","1","6","0","1","1994"
"6","3","3","14","1","4","6","3","2","1","59","1","245","3602","8","400","4","31","31","2","7","58","2","2","1","6","0","1","1994"
"6","2","5","7","1","1","6","2","2","2","53","2","245","3603","14","400","1","31","31","0","8","45","2","2","1","0","0","1","1994"
"6","2","6","7","1","2","6","3","1","2","40","1","345","3604","2","400","1","31","31","5","7","38","2","2","1","6","0","1","1994"
"3","3","6","18","1","2","3","4","2","2","59","2","245","3605","14","400","2","31","31","2","8","58","2","2","1","0","0","1","1994"
"3","2","4","14","1","4","3","2","2","2","48","1","199","3606","16","400","4","31","31","1","5","45","2","2","1","0","0","1","1994"
"2","4","4","14","1","5","2","4","2","2","40","2","199","3607","13","400","3","31","31","2","8","38","2","2","1","6","0","1","1994"
"2","3","5","6","1","3","2","4","2","2","65","1","345","3608","10","400","2","31","31","1","8","58","2","2","1","0","0","1","1994"
"2","2","4","7","1","4","2","2","2","2","41","1","245","3609","12","400","3","31","31","0","5","38","2","2","1","1","0","3","1994"
"2","2","3","7","1","5","2","2","2","1","0","1","690","3610","9","400","3","31","31","5","0","16","2","2","1","0","0","1","1994"
"2","2","4","7","1","5","2","2","2","1","32","1","245","3611","3","400","4","31","31","5","6","33","2","2","1","6","0","1","1994"
"1","3","2","7","1","2","1","3","2","1","33","1","245","3612","12","400","2","31","31","0","5","33","2","2","1","0","0","1","1994"
"1","3","2","3","1","5","1","4","2","1","28","1","690","3613","3","400","1","31","31","2","6","33","2","2","1","1","6","2","1994"
"5","2","5","14","1","5","5","2","2","2","50","1","245","3614","5","400","1","31","31","0","7","45","2","2","1","3","0","1","1994"
"1","2","5","7","1","5","1","2","2","1","33","1","690","3615","3","400","4","31","31","2","3","33","2","2","1","6","0","1","1994"
"1","2","5","7","1","1","1","2","2","2","59","1","245","3616","3","400","2","31","31","2","8","58","2","2","1","1","0","1","1994"
"1","1","4","7","2","5","1","2","2","2","34","1","245","3617","9","400","2","31","31","0","7","33","2","2","1","6","0","1","1994"
"1","1","3","3","1","6","1","2","1","2","48","2","345","3618","14","400","1","31","31","0","7","45","2","2","1","0","0","1","1994"
"1","1","3","10","1","5","1","2","2","1","45","1","345","3619","2","400","2","31","31","2","8","38","2","2","1","6","0","1","1994"
"12","5","3","18","1","1","1","1","2","2","42","2","245","3620","1","400","1","31","31","2","7","38","2","2","1","3","0","1","1994"
"4","2","2","19","1","3","4","2","2","2","35","1","690","3621","4","400","4","31","31","1","7","33","2","2","1","0","0","1","1994"
"3","3","6","18","1","5","3","4","2","1","29","1","245","3622","1","500","3","31","31","2","7","33","2","2","1","1","2","1","1994"
"3","1","4","10","2","1","3","1","2","2","50","1","245","3623","14","400","1","31","31","1","8","45","2","2","1","0","0","1","1994"
"5","2","5","7","1","6","6","2","2","2","41","2","690","3624","10","400","2","31","31","0","0","38","2","2","1","0","0","1","1994"
"2","3","7","3","1","3","2","4","2","2","36","1","345","3625","14","400","1","31","31","1","8","38","2","2","1","0","0","1","1994"
"2","3","6","10","1","5","2","4","2","2","45","2","245","3626","1","400","3","31","31","1","7","38","2","2","2","1","0","1","1994"
"2","3","6","10","1","1","2","4","2","2","50","1","345","3627","7","400","2","31","31","1","8","45","2","2","1","6","0","1","1994"
"2","3","1","14","1","4","2","3","1","2","31","1","199","3628","4","400","4","31","31","1","5","33","2","2","1","0","0","1","1994"
"1","5","1","14","1","1","2","2","2","2","44","2","245","3629","3","400","3","31","31","2","7","38","2","2","1","3","0","1","1994"
"1","5","5","14","1","5","1","5","2","2","35","1","245","3630","14","400","3","31","31","1","6","33","2","2","1","0","0","1","1994"
"1","5","5","14","1","3","2","2","2","2","60","1","245","3631","4","400","3","31","31","2","8","58","2","2","1","0","0","1","1994"
"1","2","3","16","2","4","1","2","1","2","42","1","345","3632","10","400","3","31","31","0","7","38","2","2","1","3","0","1","1994"
"1","2","2","10","1","3","1","2","1","2","38","2","245","3633","12","400","2","31","31","2","7","38","2","2","1","0","0","1","1994"
"1","2","3","10","1","4","1","2","2","2","32","2","245","3634","10","400","1","31","31","2","6","33","2","2","1","0","6","2","1994"
"1","2","3","7","1","3","1","2","1","2","30","1","245","3635","13","400","2","31","31","1","4","33","2","2","1","1","0","1","1994"
"2","1","7","12","1","4","2","3","2","1","34","1","690","3636","12","400","2","31","31","1","7","33","2","2","1","6","0","1","1994"
"2","1","7","3","1","1","2","2","2","2","46","2","345","3637","8","400","3","31","31","2","8","45","2","2","1","3","0","1","1994"
"1","4","7","10","1","1","1","4","2","1","31","1","345","3638","16","400","1","31","31","5","6","33","2","2","1","6","0","1","1994"
"1","4","5","18","1","2","1","4","2","2","29","2","245","3639","8","400","3","31","31","2","6","33","2","2","1","6","0","1","1994"
"1","4","5","14","2","4","2","1","2","2","38","1","199","3640","4","400","2","31","31","0","6","38","2","2","1","3","0","1","1994"
"1","2","4","7","1","4","1","2","1","1","35","1","245","3641","11","400","3","31","31","1","6","33","2","2","1","0","1","1","1994"
"1","3","6","14","1","3","1","3","2","2","33","1","245","3642","7","400","3","31","31","5","6","33","2","2","1","6","0","1","1994"
"1","3","5","7","1","3","1","3","2","1","16","2","690","3643","5","400","2","31","31","1","3","19","2","2","1","0","0","1","1994"
"12","5","5","7","1","1","1","1","2","2","50","1","690","3644","5","400","2","31","31","1","8","45","2","2","1","0","0","1","1994"
"12","4","5","14","1","4","1","2","2","2","50","1","245","3645","9","400","3","31","31","2","8","45","2","2","1","1","0","1","1994"
"12","4","4","3","1","3","1","1","2","1","30","2","245","3646","5","400","3","31","31","1","6","33","2","2","1","0","0","1","1994"
"1","2","1","7","1","5","1","3","2","1","0","1","690","3647","11","400","1","31","31","2","0","16","2","2","1","0","0","1","1994"
"1","2","1","14","1","3","1","3","2","2","37","1","245","3648","9","400","2","31","31","2","8","38","2","2","1","0","0","1","1994"
"1","2","1","10","1","3","1","2","2","1","22","2","690","3649","16","400","1","31","31","0","5","28","2","2","1","6","0","1","1994"
"5","3","6","14","2","3","5","3","2","1","31","1","345","3650","1","400","1","31","31","2","6","33","2","2","1","6","0","3","1994"
"1","1","7","19","1","1","1","1","2","1","26","1","690","3651","2","400","4","31","31","2","6","33","2","2","1","1","0","1","1994"
"1","1","1","18","1","2","1","1","1","1","35","1","245","3652","5","400","3","31","31","2","5","33","2","2","1","0","0","1","1994"
"12","5","4","14","1","5","1","2","1","1","28","1","245","3653","5","400","2","31","31","1","5","33","2","2","1","1","0","1","1994"
"12","4","1","14","1","2","1","1","2","2","34","1","245","3654","3","400","1","31","31","0","7","33","2","2","1","3","0","1","1994"
"12","5","2","14","1","1","1","1","2","1","30","1","690","3655","9","400","1","31","31","2","5","33","2","2","1","1","6","2","1994"
"12","5","5","6","1","2","1","1","2","2","43","1","690","3656","2","400","2","31","31","0","7","38","2","2","1","0","0","1","1994"
"12","5","5","1","1","1","1","2","2","2","36","1","690","3657","10","400","1","31","31","0","8","38","2","2","1","1","0","1","1994"
"12","5","4","7","1","3","1","1","2","2","44","1","245","3658","16","400","2","31","31","1","7","38","2","2","1","3","0","1","1994"
"12","5","4","3","1","1","1","1","1","2","39","1","690","3659","16","700","2","31","31","0","7","38","2","2","1","0","0","1","1994"
"1","1","1","7","1","1","1","1","2","2","38","2","245","3660","2","400","3","31","31","0","7","38","2","2","1","6","0","1","1994"
"1","1","1","7","1","2","1","1","1","1","34","1","690","3661","6","400","4","31","31","0","5","33","2","2","1","6","0","1","1994"
"5","3","6","6","2","1","5","4","2","2","38","2","645","3662","14","400","4","31","31","0","8","38","2","2","1","0","0","1","1994"
"5","3","6","18","1","2","5","3","2","2","51","2","245","3663","15","400","1","31","31","5","8","45","2","2","1","0","0","1","1994"
"1","1","4","18","1","5","1","2","2","1","49","1","199","3664","10","400","4","31","31","1","8","45","2","2","1","0","0","1","1994"
"1","2","1","3","1","4","1","2","2","1","42","1","690","3665","10","400","2","31","31","5","6","38","2","2","1","1","0","1","1994"
"1","2","6","18","1","4","1","2","1","2","50","1","245","3666","13","400","4","31","31","2","7","45","2","2","1","1","0","1","1994"
"1","2","6","14","1","3","1","2","2","2","45","1","345","3667","12","400","4","31","31","2","8","38","2","2","1","6","0","1","1994"
"1","2","6","3","1","1","1","2","2","2","71","1","245","3668","7","400","2","31","31","2","8","66","2","2","1","3","0","1","1994"
"1","2","3","7","1","4","1","2","2","1","0","2","690","3669","12","400","1","31","31","1","0","16","2","2","1","0","0","1","1994"
"1","3","5","14","1","2","1","3","2","2","54","1","345","3670","3","400","1","31","31","2","8","45","2","2","1","6","0","1","1994"
"1","3","5","18","2","5","1","3","2","1","34","1","690","3671","11","400","2","31","31","5","6","33","2","2","1","0","0","1","1994"
"1","3","3","18","1","3","1","4","2","2","48","1","345","3672","1","400","3","31","31","0","7","45","2","2","1","0","0","1","1994"
"1","3","2","18","1","2","1","3","2","2","55","2","245","3673","8","500","1","31","31","1","8","45","2","2","1","0","2","1","1994"
"1","3","2","10","2","4","1","3","2","2","30","2","345","3674","3","400","3","31","31","1","5","33","2","2","1","3","0","1","1994"
"3","3","1","1","1","4","3","3","2","2","51","1","345","3675","15","400","1","31","31","5","5","45","2","2","1","1","0","1","1994"
"5","3","7","14","1","1","5","3","2","2","27","1","245","3676","16","400","4","31","31","2","6","33","2","2","1","0","6","2","1994"
"1","1","1","4","1","3","1","4","2","2","41","2","345","3677","5","400","3","31","31","5","7","38","2","2","1","3","0","1","1994"
"1","1","2","14","1","3","1","1","2","2","47","1","345","3678","7","400","3","31","31","0","8","45","2","2","1","6","0","1","1994"
"1","2","2","7","1","2","1","2","1","1","38","1","245","3679","13","400","3","31","31","2","7","38","2","2","1","6","0","1","1994"
"1","2","3","14","1","1","2","2","2","2","51","1","245","3680","6","400","3","31","31","2","6","45","2","2","1","3","0","1","1994"
"1","2","5","7","1","5","1","2","2","1","29","2","245","3681","1","400","3","31","31","2","6","33","2","2","1","6","0","1","1994"
"5","3","7","18","1","5","5","3","1","1","31","1","245","3682","4","400","3","31","31","5","6","33","2","2","1","6","0","1","1994"
"1","4","3","18","1","3","2","1","2","2","28","1","245","3683","6","400","3","31","31","1","6","33","2","2","1","0","0","1","1994"
"5","3","7","16","1","3","5","4","2","2","50","1","345","3684","4","400","1","31","31","0","7","45","2","2","1","0","0","1","1994"
"2","2","3","10","1","5","2","2","2","1","28","1","495","3685","4","400","2","31","31","2","7","33","1","2","1","1","0","1","1994"
"9","4","6","14","1","5","10","3","2","2","36","2","245","3686","13","400","2","31","31","1","6","38","2","2","1","0","0","1","1994"
"9","4","6","14","1","3","11","1","2","2","39","1","345","3687","10","400","3","31","31","5","8","38","2","2","1","0","0","1","1994"
"2","2","1","18","1","1","2","2","2","2","55","1","199","3688","10","400","2","31","31","2","8","45","2","2","1","1","0","1","1994"
"5","3","7","3","1","3","5","3","1","2","36","2","245","3689","3","400","3","31","31","0","7","38","2","2","1","0","0","1","1994"
"2","2","4","16","1","5","2","2","2","2","26","2","345","3690","10","700","3","31","31","0","7","33","2","2","1","6","0","1","1994"
"2","1","1","3","2","2","2","2","2","1","30","1","345","3691","1","400","4","31","31","0","7","33","2","2","1","3","0","3","1994"
"2","1","1","7","1","3","2","2","2","1","35","1","345","3692","12","400","4","31","31","1","7","33","2","2","1","0","0","1","1994"
"2","2","3","10","1","4","2","2","2","1","34","2","345","3693","14","400","4","31","31","2","6","33","2","2","1","6","0","6","1994"
"5","3","7","14","1","5","6","1","2","1","25","1","245","3694","3","400","2","31","31","0","6","28","2","2","1","1","0","1","1994"
"2","1","5","14","1","4","3","4","2","1","27","2","345","3695","8","400","1","31","31","0","7","33","2","2","1","0","0","1","1994"
"1","4","3","14","1","5","2","1","1","2","32","1","345","3696","16","400","2","0","23","2","7","33","2","2","1","0","0","1","1994"
"3","2","7","14","1","1","3","3","2","2","48","1","199","3697","14","400","4","31","31","0","8","45","2","2","1","0","6","2","1994"
"3","2","7","3","2","1","3","4","2","1","29","1","690","3698","4","400","4","31","31","2","6","33","2","2","1","6","0","1","1994"
"2","2","2","18","1","3","2","2","2","2","28","1","245","3699","8","400","1","31","31","2","5","33","2","2","1","0","0","1","1994"
"2","2","2","18","1","3","3","1","2","1","35","1","245","3700","4","400","3","31","31","0","6","33","2","2","1","0","0","1","1994"
"2","1","2","18","1","3","2","1","2","2","43","1","245","3701","7","400","2","31","31","5","7","38","2","2","1","3","0","1","1994"
"1","5","5","14","1","3","2","2","2","2","47","1","199","3702","15","400","2","31","31","0","8","45","2","2","1","1","0","1","1994"
"1","5","6","14","1","2","3","2","2","2","38","1","345","3703","7","400","2","31","31","0","7","38","2","2","1","1","0","1","1994"
"1","4","5","7","1","1","1","4","1","1","26","2","199","3704","10","400","1","31","31","2","7","33","2","2","1","3","0","1","1994"
"1","4","7","7","1","3","1","4","2","1","35","1","245","3705","1","400","4","31","31","2","5","33","2","2","1","0","0","1","1994"
"1","3","3","6","1","5","1","4","2","2","39","1","495","3706","12","400","1","31","31","0","7","38","2","2","1","0","0","1","1994"
"1","3","1","18","2","2","2","1","1","1","34","2","245","3707","10","400","3","31","31","0","6","33","2","2","1","0","0","1","1994"
"5","3","1","14","1","3","5","3","2","2","51","2","245","3708","10","400","4","31","31","1","8","45","2","2","1","3","0","1","1994"
"1","2","4","14","1","2","2","4","2","1","43","1","690","3709","15","400","3","31","31","2","7","38","2","2","1","3","0","1","1994"
"1","1","7","18","1","1","1","2","2","2","27","1","245","3710","8","400","1","31","31","2","7","33","2","2","1","1","0","1","1994"
"12","5","2","18","1","3","2","3","2","1","30","2","245","3711","13","400","3","31","31","1","7","33","2","2","1","6","0","1","1994"
"12","3","4","6","1","2","3","3","2","2","26","1","199","3712","12","400","3","31","31","1","6","33","2","2","1","3","0","1","1994"
"12","2","3","12","1","3","1","3","2","2","38","1","690","3713","1","400","3","31","31","2","7","38","2","2","1","1","0","1","1994"
"2","3","1","10","1","2","2","3","2","1","38","1","245","3714","4","400","1","31","31","1","7","38","2","2","1","6","0","1","1994"
"2","3","1","18","2","2","2","3","2","2","32","2","199","3715","10","400","2","31","31","2","6","33","2","2","1","0","0","1","1994"
"3","5","3","18","1","5","3","5","2","2","43","2","245","3716","2","400","1","31","31","1","8","38","2","2","1","6","0","1","1994"
"3","3","6","18","1","2","3","4","1","2","54","1","245","3717","9","400","3","31","31","1","6","45","2","2","1","0","0","1","1994"
"3","3","7","7","1","1","3","3","2","2","46","1","245","3718","10","400","1","31","31","5","8","45","2","2","1","0","6","2","1994"
"3","2","5","10","1","5","3","2","2","2","35","1","245","3719","10","400","2","31","31","2","6","33","2","2","1","0","0","1","1994"
"3","2","4","14","1","4","3","2","2","2","46","1","245","3720","7","400","2","31","31","0","7","45","2","2","1","6","0","1","1994"
"7","2","7","18","1","3","7","4","2","1","28","1","245","3721","2","400","1","31","31","0","5","33","2","2","1","0","0","1","1994"
"2","2","1","14","1","2","2","4","2","2","42","1","345","3722","3","400","2","31","31","1","7","38","2","2","1","6","0","1","1994"
"3","2","5","17","1","1","3","2","2","1","26","1","345","3723","12","400","1","31","31","2","7","33","2","2","1","3","0","1","1994"
"5","3","1","18","1","2","5","3","2","1","40","1","345","3724","9","500","3","31","31","5","7","38","2","2","1","6","2","1","1994"
"5","3","1","3","1","2","5","4","2","1","30","1","245","3725","14","400","3","31","31","0","6","33","2","2","1","0","0","1","1994"
"5","3","1","14","1","2","5","3","2","1","66","1","199","3726","8","400","4","31","31","1","8","66","2","2","1","3","0","1","1994"
"11","1","5","7","1","5","11","1","1","1","39","1","345","3727","6","400","4","31","31","5","7","38","2","2","1","0","0","1","1994"
"5","3","1","18","2","3","5","3","2","1","35","1","245","3728","5","400","2","31","31","2","4","33","2","2","2","0","0","1","1994"
"8","1","5","14","1","2","8","3","2","2","42","1","345","3729","1","400","4","31","31","0","7","38","2","2","1","6","0","1","1994"
"4","1","1","10","1","2","4","1","2","1","27","2","245","3730","12","400","4","31","31","1","6","33","2","2","1","0","0","1","1994"
"4","1","3","14","1","3","4","2","2","2","59","1","199","3731","3","400","1","31","31","0","8","58","2","2","1","3","0","1","1994"
"4","3","6","6","1","2","4","4","2","2","26","1","199","3732","7","400","3","31","31","0","7","33","2","2","1","3","1","3","1994"
"4","2","3","14","1","1","4","3","2","2","55","2","245","3733","7","400","2","31","31","1","6","45","2","2","1","6","0","1","1994"
"4","2","3","10","2","3","4","3","2","2","31","2","245","3734","3","400","2","31","31","0","6","33","2","2","1","0","0","1","1994"
"4","2","1","10","1","2","4","2","2","2","38","1","245","3735","3","400","3","31","31","0","7","38","2","2","1","0","0","1","1994"
"5","5","1","3","1","1","5","5","2","2","29","1","245","3736","4","400","4","31","31","2","5","33","2","2","1","0","0","1","1994"
"5","1","5","3","1","5","5","3","1","2","63","1","690","3737","4","400","4","31","31","0","5","58","2","2","1","0","0","1","1994"
"6","5","4","7","2","5","7","1","2","2","33","1","690","3738","15","400","4","31","31","2","0","33","2","2","1","0","0","1","1994"
"8","4","2","10","2","4","9","2","2","1","26","1","245","3739","9","400","2","31","31","5","6","33","2","2","1","1","6","2","1994"
"8","3","2","14","1","3","8","4","2","2","80","1","345","3740","2","400","1","31","31","1","8","66","2","2","1","0","0","1","1994"
"5","3","1","7","1","3","5","3","2","2","40","1","345","3741","10","400","1","31","31","2","8","38","2","2","1","6","0","1","1994"
"9","4","2","10","1","2","9","4","2","2","51","2","345","3742","2","400","1","31","31","2","8","45","2","2","1","3","0","1","1994"
"9","4","4","18","1","2","9","4","2","2","49","1","245","3743","7","400","2","31","31","1","8","45","2","2","1","6","0","1","1994"
"11","3","5","3","1","1","11","4","1","1","36","1","690","3744","8","400","2","31","31","2","7","38","2","2","1","6","0","1","1994"
"11","2","4","18","1","4","11","2","2","1","24","1","345","3745","4","400","2","31","31","2","4","28","2","2","1","6","0","1","1994"
"12","2","5","18","1","2","12","4","1","1","25","1","245","3746","12","400","2","31","31","1","5","28","2","2","1","0","0","1","1994"
"5","3","1","3","1","3","5","3","2","1","50","2","690","3747","16","400","4","31","31","0","7","45","2","2","1","0","0","1","1994"
"5","3","4","7","1","4","5","3","2","2","26","1","245","3748","3","400","4","31","31","2","7","33","2","2","1","6","0","1","1994"
"6","5","5","14","1","3","7","1","2","2","48","1","199","3749","13","400","1","31","31","5","8","45","2","2","1","6","0","1","1994"
"6","5","5","14","1","4","7","1","2","2","53","1","345","3750","13","400","1","31","31","1","8","45","2","2","2","1","0","1","1994"
"6","5","4","3","1","6","7","1","2","1","40","1","245","3751","10","400","2","31","31","2","7","38","2","2","1","6","0","1","1994"
"7","2","1","7","1","2","7","2","2","1","31","1","245","3752","9","400","4","31","31","2","6","33","2","2","1","0","0","1","1994"
"8","4","1","14","1","4","8","5","2","1","32","1","345","3753","4","400","4","31","31","0","6","33","2","2","1","0","0","1","1994"
"10","4","4","3","1","4","11","2","2","2","41","1","690","3754","4","400","1","31","31","2","7","38","2","2","1","0","0","1","1994"
"11","2","6","14","1","1","11","2","2","1","36","1","245","3755","8","400","4","31","31","5","7","38","2","2","1","6","0","1","1994"
"11","2","7","3","1","1","11","2","2","2","55","2","345","3756","10","400","2","31","31","1","8","45","2","2","1","1","0","1","1994"
