Month,WeekOfMonth,DayOfWeek,Make_Honda,Make_Toyota,Make_Ford,Make_Mazda,Make_Chevrolet,Make_Pontiac,Make_Accura,Make_Dodge,Make_Mercury,Make_Jaguar,Make_Nisson,Make_VW,Make_Saab,Make_Saturn,Make_Porche,Make_BMW,Make_Mecedes,Make_Ferrari,Make_Lexus,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus_Single,MaritalStatus_Married,MaritalStatus_Widow,MaritalStatus_Divorced,Age,Fault,PolicyType_Sport - Liability,PolicyType_Sport - Collision,PolicyType_Sedan - Liability,PolicyType_Utility - All Perils,PolicyType_Sedan - All Perils,PolicyType_Sedan - Collision,PolicyType_Utility - Collision,PolicyType_Utility - Liability,PolicyType_Sport - All Perils,VehicleCategory_Sport,VehicleCategory_Utility,VehicleCategory_Sedan,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy_Liability,BasePolicy_Collision,BasePolicy_All Perils
8,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,4,0,0,1,0,0,46,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,792,2,400,3,31,31,0,8,45.5,0,0,1,6,0,1,1994,0,0,1
10,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,4,0,0,1,0,0,37,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,793,1,400,4,31,31,2,7,38,0,0,1,6,0,1,1994,1,0,0
1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,0,0,1,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,794,13,400,3,31,31,0,7,33,0,0,1,0,0,1,1994,0,0,1
9,4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,5,1,0,1,0,0,27,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,795,1,400,4,31,31,1,6,33,0,0,1,0,0,1,1994,0,0,1
9,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,4,0,0,1,0,0,30,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,796,12,400,3,31,31,2,0,33,0,0,1,0,0,1,1994,1,0,0
1,4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,0,0,1,0,0,32,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,797,6,400,4,31,31,1,7,33,0,0,1,0,0,1,1994,0,1,0
6,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,2,0,1,0,0,0,28,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,798,7,400,3,31,31,0,6,33,0,0,1,6,0,1,1994,0,0,1
1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,0,0,0,27,1,0,0,0,0,1,0,0,0,0,0,0,1,69001,799,6,400,2,31,31,1,7,33,0,0,1,1,6,2,1994,0,0,1
8,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,5,0,0,1,0,0,43,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,800,9,400,4,31,31,1,7,38,0,0,1,6,0,1,1994,0,1,0
5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,1,0,0,65,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,801,1,400,2,31,31,2,8,58,0,0,1,1,0,1,1994,1,0,0
9,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,1,0,0,1,0,0,43,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,802,11,400,4,31,31,0,8,38,0,0,1,1,0,1,1994,0,0,1
6,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,1,0,0,1,0,0,44,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,803,2,400,4,31,31,0,6,38,0,0,1,0,0,1,1994,0,0,1
6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,0,0,1,0,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,804,9,400,1,31,31,2,7,33,0,0,1,6,0,1,1994,1,0,0
4,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,4,0,0,1,0,0,32,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,805,5,400,4,11.5,31,1,6,33,0,0,1,0,0,1,1994,0,1,0
6,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,2,0,1,0,0,0,34,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,806,15,400,4,31,31,2,6,33,0,0,1,1,0,1,1994,0,0,1
6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,0,0,1,0,0,29,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,807,5,400,1,31,31,5,6,33,0,0,1,0,0,1,1994,1,0,0
9,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,4,0,0,1,0,0,54,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,808,11,400,4,31,31,5,7,45.5,0,0,1,6,0,1,1994,1,0,0
6,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,1,0,0,54,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,809,3,400,4,31,31,5,7,45.5,0,0,1,6,0,1,1994,1,0,0
5,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,0,0,1,0,0,37,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,810,14,400,4,31,31,1,7,38,0,0,1,0,0,1,1994,0,1,0
5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,0,0,1,0,0,31,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,811,8,400,1,31,31,2,7,33,0,0,1,0,0,1,1994,1,0,0
9,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,3,0,1,0,0,0,27,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,812,11,400,2,31,31,0,6,33,0,0,1,1,0,1,1994,0,1,0
5,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,3,0,0,1,0,0,60,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,813,5,400,3,31,31,1,8,58,0,0,1,0,0,1,1994,0,1,0
1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,0,0,43,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,814,3,400,1,31,31,2,7,38,1,0,1,0,0,1,1994,0,1,0
3,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,0,0,1,0,0,55,0,0,0,0,0,1,0,0,0,0,0,0,1,34500,815,8,400,2,31,31,0,8,45.5,0,0,1,6,0,1,1994,0,0,1
6,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,2,1,1,0,0,0,33,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,816,11,400,1,31,31,2,6,33,0,0,1,6,0,1,1994,0,0,1
9,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,4,0,1,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,817,5,400,1,31,31,1,3,28,0,0,1,0,2.5,1,1994,0,1,0
6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,5,0,1,0,0,0,40,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,818,3,400,1,31,31,0,7,38,0,0,1,3,0,1,1994,0,0,1
12,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,1,0,0,44,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,819,15,400,2,31,31,1,7,38,0,0,1,0,0,1,1994,1,0,0
8,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,1,0,0,45,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,820,10,400,1,31,31,2,6,38,0,0,1,6,1,2,1994,0,1,0
11,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,3,0,0,1,0,0,53,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,821,5,400,3,31,31,2,8,45.5,0,0,1,1,0,3.5,1994,0,1,0
9,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,1,0,0,44,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,822,10,400,4,31,31,0,8,38,0,0,1,3,0,1,1994,0,1,0
11,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,4,0,0,1,0,0,35,1,0,0,0,1,0,0,0,0,0,0,1,0,49500,823,12,400,3,31,31,5,6,33,0,0,1,6,0,1,1994,0,0,1
1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,33,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,824,6,400,4,31,31,0,5,33,0,0,1,1,0,1,1994,0,1,0
11,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,4,0,0,1,0,0,48,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,825,5,400,2,31,31,2,8,45.5,0,0,1,0,0,1,1994,0,0,1
4,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,1,0,1,0,0,52,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,826,16,400,4,31,31,1,7,45.5,0,0,1,0,0,1,1994,0,1,0
1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,1,0,0,0,22,0,0,1,0,0,0,0,0,0,0,1,0,0,69001,827,2,400,4,4,22.5,0,6,28,0,0,1,0,0,1,1994,0,1,0
1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,1,0,0,27,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,828,14,400,1,31,31,1,7,33,0,0,1,0,0,1,1994,0,1,0
5,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,0,0,1,0,0,40,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,829,16,400,2,31,31,5,7,38,0,0,1,6,0,1,1994,1,0,0
11,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,3,0,0,1,0,0,50,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,830,13,400,4,31,31,0,8,45.5,0,0,1,3,0,1,1994,0,1,0
1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,1,0,0,39,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,831,6,400,3,31,31,5,7,38,0,0,1,0,0,1,1994,1,0,0
6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,1,0,0,1,0,0,49,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,832,14,400,3,31,31,5,7,45.5,0,0,1,6,0,1,1994,1,0,0
11,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,4,0,1,0,0,0,27,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,833,10,400,4,31,31,2,6,33,0,0,1,0,0,1,1994,0,1,0
11,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,4,0,0,1,0,0,57,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,834,2,400,2,31,31,0,8,58,0,0,1,0,0,1,1994,0,1,0
7,5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,1,1,0,0,0,21,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,835,14,400,4,31,31,1,3,28,0,0,1,6,0,1,1994,0,1,0
8,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,3,0,0,1,0,0,27,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,836,8,400,3,31,31,0,7,33,0,0,1,1,0,1,1994,0,0,1
7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,1,1,0,1,0,0,30,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,837,16,400,4,31,31,1,4,33,0,0,0,0,0,1,1994,0,1,0
7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,2,1,1,0,0,0,29,0,0,1,0,0,0,0,0,0,0,1,0,0,69001,838,6,400,2,31,31,0,5,33,0,0,1,0,0,1,1994,0,1,0
5,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,0,0,1,0,0,43,0,0,0,1,0,0,0,0,0,0,1,0,0,34500,839,15,400,4,31,31,1,8,38,0,0,1,6,0,1,1994,1,0,0
5,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,0,0,1,0,0,47,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,840,1,400,4,31,31,2,8,45.5,0,0,1,1,0,1,1994,0,1,0
1,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,43,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,841,2,400,2,31,31,2,7,38,0,0,1,0,6,2,1994,1,0,0
5,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,2,0,0,1,0,0,54,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,842,5,400,3,31,31,0,8,45.5,0,0,1,0,0,1,1994,0,0,1
5,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,0,0,1,0,0,42,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,843,11,400,3,31,31,2,8,38,0,0,1,0,0,1,1994,0,0,1
12,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,3,0,0,1,0,0,33,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,844,15,400,4,31,31,2,6,33,0,0,1,0,0,1,1994,0,1,0
1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,1,0,0,0,16.5,1,0,0,0,0,1,0,0,0,0,0,0,1,69001,845,15,400,3,31,31,0,0,16.5,0,0,1,0,0,1,1994,0,0,1
10,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,3,0,0,1,0,0,32,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,846,5,400,4,31,31,1,6,33,0,0,1,0,0,1,1994,0,1,0
2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,0,0,1,0,0,43,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,847,13,400,2,31,31,1,7,38,0,0,1,0,0,1,1994,0,1,0
2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,1,0,0,48,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,848,3,400,2,31,31,1,7,45.5,0,0,1,0,0,1,1994,0,1,0
1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,2,1,0,0,1,0,0,65,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,849,2,400,3,31,31,2,8,58,0,0,1,0,0,1,1994,0,0,1
1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,1,0,63,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,850,14,400,2,31,31,2,8,58,0,0,1,0,0,1,1994,1,0,0
1,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,1,0,0,31,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,851,1,400,4,31,31,2,7,33,0,0,1,0,0,1,1994,1,0,0
3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,1,0,0,0,35,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,852,1,400,2,31,31,2,4,33,0,0,1,0,0,1,1994,0,1,0
2,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,0,0,54,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,853,11,400,4,31,31,1,8,45.5,0,0,1,0,0,6.5,1994,0,0,1
2,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,0,0,34,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,854,7,400,1,31,31,2,7,33,0,0,1,1,0,1,1994,1,0,0
2,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,0,1,0,0,49,0,0,0,0,0,1,0,0,0,0,0,0,1,49500,855,11,400,4,31,31,5,5,45.5,0,0,1,6,0,1,1994,0,0,1
2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,1,0,0,44,1,0,0,0,1,0,0,0,0,0,0,1,0,69001,856,6,400,1,31,31,0,8,38,0,0,1,0,0,1,1994,0,0,1
1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,1,69001,857,3,400,4,31,31,1,7,33,0,0,1,0,0,1,1994,0,0,1
1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,62,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,858,3,400,4,31,31,5,8,58,0,0,1,6,0,1,1994,0,1,0
8,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,4,0,1,0,0,0,49,1,0,0,0,1,0,0,0,0,0,0,1,0,69001,859,8,400,1,31,31,2,8,45.5,0,0,1,6,0,1,1994,0,0,1
8,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,1,0,1,0,0,0,31,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,860,2,400,1,31,31,1,6,33,0,0,1,6,0,1,1994,0,1,0
4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,0,0,1,0,0,47,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,861,6,400,4,31,31,1,8,45.5,0,0,1,0,0,1,1994,1,0,0
8,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,0,0,1,0,0,40,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,862,9,400,3,31,31,2,8,38,0,0,1,0,6,3.5,1994,0,0,1
8,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,1,0,0,1,0,0,34,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,863,8,400,2,31,31,1,6,33,0,0,1,3,0,1,1994,1,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,0,38,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,864,10,400,1,31,31,0,5,38,0,0,1,1,0,1,1994,1,0,0
12,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,31,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,865,2,400,2,31,31,2,7,33,0,0,1,1,0,1,1994,1,0,0
9,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,1,1,0,1,0,0,33,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,866,5,400,2,31,31,0,7,33,0,0,1,0,0,1,1994,0,0,1
11,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,3,0,1,0,0,0,30,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,867,13,400,3,31,31,2,5,33,0,0,1,3,0,1,1994,0,1,0
11,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,4,0,0,1,0,0,58,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,868,2,500,2,31,31,2,8,58,0,0,1,3,2.5,1,1994,0,1,0
7,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,0,0,1,0,0,26,0,0,1,0,0,0,0,0,0,0,1,0,0,69001,869,3,400,2,31,31,1,6,33,0,0,1,0,0,1,1994,0,1,0
5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,1,1,0,0,0,34,0,0,1,0,0,0,0,0,0,0,1,0,0,69001,870,12,400,2,31,31,0,5,33,0,0,1,0,0,1,1994,0,1,0
5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,2,0,0,1,0,0,44,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,871,16,400,4,31,31,2,8,38,0,0,1,6,0,1,1994,0,0,1
5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,0,0,1,0,0,41,0,0,0,1,0,0,0,0,0,0,1,0,0,34500,872,11,400,4,31,31,2,7,38,0,0,1,6,0,1,1994,1,0,0
12,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,4,0,0,1,0,0,64,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,873,13,400,1,31,31,5,7,58,0,0,1,1,0,1,1994,1,0,0
12,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,3,0,0,1,0,0,45,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,874,10,400,4,31,31,2,8,38,0,0,1,0,0,1,1994,0,1,0
5,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,0,1,0,0,0,31,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,875,7,400,4,31,31,1,6,33,0,0,0,0,0,1,1994,0,1,0
11,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,2,0,0,1,0,0,45,0,0,1,0,0,0,0,0,0,0,1,0,0,69001,876,1,400,2,31,31,2,7,38,0,0,1,6,0,1,1994,0,1,0
10,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,10,3,0,0,1,0,0,47,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,877,12,400,3,31,31,2,8,45.5,0,0,1,6,0,1,1994,0,1,0
8,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,2,0,1,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,878,16,400,1,31,31,2,6,33,0,0,1,0,0,1,1994,0,1,0
8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,1,1,0,0,0,31,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,879,6,400,3,31,31,2,6,33,0,0,1,6,0,1,1994,1,0,0
7,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,1,1,0,1,0,0,50,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,880,3,400,3,31,31,5,7,45.5,0,0,1,6,0,1,1994,1,0,0
10,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,3,0,0,1,0,0,32,1,0,0,0,0,1,0,0,0,0,0,0,1,69001,881,11,400,2,31,31,1,0,33,0,0,1,0,0,1,1994,0,0,1
1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,0,0,0,38,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,882,9,400,4,31,31,1,7,38,0,0,1,0,0,1,1994,0,1,0
8,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,5,0,0,1,0,0,41,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,883,7,400,4,31,31,1,7,38,0,0,1,1,6,2,1994,0,0,1
5,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,5,1,1,0,0,0,26,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,884,12,400,1,31,31,2,6,33,0,0,1,6,0,1,1994,0,1,0
5,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,0,1,0,0,33,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,885,7,400,2,31,31,5,6,33,0,0,1,1,0,1,1994,1,0,0
7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,4,1,1,0,0,0,31,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,886,10,400,3,31,31,2,7,33,1,0,1,1,0,1,1994,1,0,0
9,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,3,1,0,1,0,0,41,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,887,13,400,2,31,31,0,7,38,0,0,1,0,0,1,1994,0,0,1
9,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,1,0,0,36,0,0,0,1,0,0,0,0,0,0,1,0,0,49500,888,6,400,3,31,31,1,7,38,0,0,1,1,0,1,1994,1,0,0
7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,2,0,0,1,0,0,39,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,889,3,400,3,31,31,2,7,38,0,0,1,3,0,1,1994,1,0,0
7,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,2,0,0,1,0,0,53,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,890,6,400,4,31,31,5,7,45.5,0,0,1,6,0,1,1994,1,0,0
1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,0,0,1,0,0,48,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,891,6,400,4,31,31,0,7,45.5,0,0,1,0,0,1,1994,0,1,0
